Rank,Title,Year,Geek_Rating,Avg_Rating,Num_Voters,URL
878,Detective Club,2018,6.717,7.36,4864,https://boardgamegeek.com/boardgame/256788/detective-club
879,Khôra: Rise of an Empire,2021,6.717,7.37,4750,https://boardgamegeek.com/boardgame/299684/khora-rise-of-an-empire
880,Clever Cubed,2020,6.716,7.47,3887,https://boardgamegeek.com/boardgame/316546/clever-cubed
881,Cthulhu: Death May Die – Fear of the Unknown,2024,6.716,8.73,1596,https://boardgamegeek.com/boardgame/373600/cthulhu-death-may-die-fear-of-the-unknown
882,Marvel Zombies: A Zombicide Game,2023,6.715,7.93,2823,https://boardgamegeek.com/boardgame/351817/marvel-zombies-a-zombicide-game
883,Dragon Castle,2017,6.715,7.10,8330,https://boardgamegeek.com/boardgame/232219/dragon-castle
884,Dixit: Journey,2012,6.715,7.38,4723,https://boardgamegeek.com/boardgame/121288/dixit-journey
885,Dogs of War,2014,6.714,7.52,3662,https://boardgamegeek.com/boardgame/158435/dogs-of-war
886,Fury of Dracula (Second Edition),2005,6.714,7.08,9451,https://boardgamegeek.com/boardgame/20963/fury-of-dracula-second-edition
887,Startups,2017,6.714,7.18,6484,https://boardgamegeek.com/boardgame/223770/startups
888,New Frontiers,2018,6.713,7.38,4297,https://boardgamegeek.com/boardgame/255692/new-frontiers
889,Smash Up: Awesome Level 9000,2013,6.711,7.21,7192,https://boardgamegeek.com/boardgame/134726/smash-up-awesome-level-9000
890,Coal Baron,2013,6.711,7.26,5374,https://boardgamegeek.com/boardgame/143515/coal-baron
891,Primal: The Awakening,2024,6.710,8.57,1874,https://boardgamegeek.com/boardgame/303731/primal-the-awakening
892,Diamant,2005,6.710,6.85,24092,https://boardgamegeek.com/boardgame/15512/diamant
893,Blokus,2000,6.710,6.86,29582,https://boardgamegeek.com/boardgame/2453/blokus
894,Finca,2009,6.709,7.07,8424,https://boardgamegeek.com/boardgame/40628/finca
895,Empire of the Sun: The Pacific War 1941-1945,2005,6.709,8.26,2168,https://boardgamegeek.com/boardgame/11825/empire-of-the-sun-the-pacific-war-1941-1945
896,K2,2010,6.708,7.00,11004,https://boardgamegeek.com/boardgame/73761/k2
897,Between Two Cities,2015,6.707,6.97,11792,https://boardgamegeek.com/boardgame/168435/between-two-cities
898,The Networks: Primetime,2016,6.706,7.13,6912,https://boardgamegeek.com/boardgame/72321/the-networks-primetime
899,Century: Eastern Wonders,2018,6.706,7.10,8028,https://boardgamegeek.com/boardgame/242574/century-eastern-wonders
900,Evacuation,2023,6.706,7.49,3733,https://boardgamegeek.com/boardgame/382843/evacuation
901,Gloomhaven: Buttons & Bugs,2024,6.705,7.50,4026,https://boardgamegeek.com/boardgame/393672/gloomhaven-buttons-and-bugs
902,Spots,2022,6.705,7.13,7600,https://boardgamegeek.com/boardgame/372559/spots
903,Circadians: First Light,2019,6.705,7.52,3593,https://boardgamegeek.com/boardgame/264052/circadians-first-light
904,My Little Scythe,2018,6.704,7.20,6339,https://boardgamegeek.com/boardgame/226320/my-little-scythe
905,Codex Naturalis,2021,6.704,7.22,6350,https://boardgamegeek.com/boardgame/314503/codex-naturalis
906,Blue Lagoon,2018,6.703,7.21,5806,https://boardgamegeek.com/boardgame/244331/blue-lagoon
907,Blue Moon City,2006,6.703,7.04,8999,https://boardgamegeek.com/boardgame/21882/blue-moon-city
908,Villagers,2019,6.702,7.11,8250,https://boardgamegeek.com/boardgame/241724/villagers
909,Steampunk Rally,2015,6.702,7.13,7175,https://boardgamegeek.com/boardgame/162007/steampunk-rally
910,A War of Whispers,2019,6.702,7.28,5212,https://boardgamegeek.com/boardgame/253499/a-war-of-whispers
911,Tumblin' Dice,2004,6.701,7.26,5159,https://boardgamegeek.com/boardgame/16747/tumblin-dice
912,Captain Flip,2024,6.701,7.15,6914,https://boardgamegeek.com/boardgame/393325/captain-flip
913,Rhino Hero: Super Battle,2017,6.701,7.21,5979,https://boardgamegeek.com/boardgame/218333/rhino-hero-super-battle
914,Defenders of the Realm,2010,6.700,7.27,5554,https://boardgamegeek.com/boardgame/65532/defenders-of-the-realm
915,Reef,2018,6.699,7.00,10463,https://boardgamegeek.com/boardgame/244228/reef
916,Black Rose Wars: Rebirth,2023,6.699,8.39,2080,https://boardgamegeek.com/boardgame/342444/black-rose-wars-rebirth
917,Ricochet Robots,1999,6.699,7.04,9732,https://boardgamegeek.com/boardgame/51/ricochet-robots
918,Prêt-à-Porter,2010,6.699,7.26,5264,https://boardgamegeek.com/boardgame/87890/pret-a-porter
919,Paris: La Cité de la Lumière,2019,6.699,7.21,6136,https://boardgamegeek.com/boardgame/276498/paris-la-cite-de-la-lumiere
920,Specter Ops,2015,6.698,7.15,6616,https://boardgamegeek.com/boardgame/155624/specter-ops
921,Fliptown,2023,6.698,7.75,2755,https://boardgamegeek.com/boardgame/352418/fliptown
922,Leaving Earth,2015,6.697,7.71,3014,https://boardgamegeek.com/boardgame/173064/leaving-earth
923,Warhammer Quest: The Adventure Card Game,2015,6.696,7.30,5644,https://boardgamegeek.com/boardgame/181521/warhammer-quest-the-adventure-card-game
924,River Valley Glassworks,2024,6.696,7.31,5013,https://boardgamegeek.com/boardgame/407297/river-valley-glassworks
925,Rats of Wistar,2023,6.696,7.48,3804,https://boardgamegeek.com/boardgame/387780/rats-of-wistar
926,Santiago,2003,6.693,7.19,5728,https://boardgamegeek.com/boardgame/8125/santiago
927,New York Zoo,2020,6.693,7.00,10096,https://boardgamegeek.com/boardgame/300877/new-york-zoo
928,Vegas Showdown,2005,6.692,7.13,6531,https://boardgamegeek.com/boardgame/15364/vegas-showdown
929,Sanctuary,2025,6.692,7.68,2967,https://boardgamegeek.com/boardgame/441696/sanctuary
930,Hoplomachus: Victorum,2023,6.691,8.34,1927,https://boardgamegeek.com/boardgame/313889/hoplomachus-victorum
931,Deep Sea Adventure,2014,6.690,6.87,20809,https://boardgamegeek.com/boardgame/169654/deep-sea-adventure
932,Duel for Cardia,2025,6.690,7.52,3639,https://boardgamegeek.com/boardgame/447243/duel-for-cardia
933,Shadows of Brimstone: Swamps of Death,2014,6.689,8.01,2518,https://boardgamegeek.com/boardgame/150997/shadows-of-brimstone-swamps-of-death
934,Advanced Squad Leader: Starter Kit #1,2004,6.689,7.84,2777,https://boardgamegeek.com/boardgame/9823/advanced-squad-leader-starter-kit-1
935,ZhanGuo,2014,6.689,7.52,3381,https://boardgamegeek.com/boardgame/160495/zhanguo
936,Yspahan,2006,6.689,7.04,8280,https://boardgamegeek.com/boardgame/22345/yspahan
937,SpaceCorp: 2025-2300AD,2018,6.689,7.67,3050,https://boardgamegeek.com/boardgame/214029/spacecorp-2025-2300ad
938,Earth Reborn,2010,6.687,7.59,3390,https://boardgamegeek.com/boardgame/73171/earth-reborn
939,Eminent Domain,2011,6.687,6.96,10737,https://boardgamegeek.com/boardgame/68425/eminent-domain
940,CO₂: Second Chance,2018,6.687,7.47,3756,https://boardgamegeek.com/boardgame/214887/co2-second-chance
941,The Pursuit of Happiness,2015,6.685,7.15,6233,https://boardgamegeek.com/boardgame/181687/the-pursuit-of-happiness
942,Lovecraft Letter,2017,6.684,7.22,5747,https://boardgamegeek.com/boardgame/198740/lovecraft-letter
943,Stardew Valley: The Board Game,2021,6.684,7.41,4991,https://boardgamegeek.com/boardgame/332290/stardew-valley-the-board-game
944,878 Vikings: Invasions of England,2017,6.684,7.47,3824,https://boardgamegeek.com/boardgame/204516/878-vikings-invasions-of-england
945,Caverna: Cave vs Cave,2017,6.684,7.08,7362,https://boardgamegeek.com/boardgame/220520/caverna-cave-vs-cave
946,Railroad Ink: Blazing Red Edition,2018,6.681,7.06,7896,https://boardgamegeek.com/boardgame/251678/railroad-ink-blazing-red-edition
947,Disney Villainous: The Worst Takes it All,2018,6.680,6.91,22823,https://boardgamegeek.com/boardgame/256382/disney-villainous-the-worst-takes-it-all
948,Creature Caravan,2024,6.679,7.81,2534,https://boardgamegeek.com/boardgame/385331/creature-caravan
949,Critter Kitchen,2025,6.679,7.80,2886,https://boardgamegeek.com/boardgame/393429/critter-kitchen
950,Kanagawa,2016,6.678,7.00,9647,https://boardgamegeek.com/boardgame/200147/kanagawa
951,Middle-Earth Quest,2009,6.678,7.38,4296,https://boardgamegeek.com/boardgame/31563/middle-earth-quest
952,Warhammer: Invasion,2009,6.677,7.23,6145,https://boardgamegeek.com/boardgame/47185/warhammer-invasion
953,Thunderstone Advance: Towers of Ruin,2012,6.677,7.31,4802,https://boardgamegeek.com/boardgame/116998/thunderstone-advance-towers-of-ruin
954,Crown of Emara,2018,6.676,7.35,4213,https://boardgamegeek.com/boardgame/256570/crown-of-emara
955,"Heroes of Land, Air & Sea",2018,6.676,7.56,3521,https://boardgamegeek.com/boardgame/198830/heroes-of-land-air-and-sea
956,Challengers!,2022,6.676,7.06,8173,https://boardgamegeek.com/boardgame/359970/challengers
957,Imperial Steam,2021,6.676,7.72,2664,https://boardgamegeek.com/boardgame/338760/imperial-steam
958,Dice Hospital,2018,6.675,7.09,7122,https://boardgamegeek.com/boardgame/218121/dice-hospital
959,Unlock!: Epic Adventures,2019,6.675,7.65,2843,https://boardgamegeek.com/boardgame/294612/unlock-epic-adventures
960,Abomination: The Heir of Frankenstein,2019,6.675,7.44,3928,https://boardgamegeek.com/boardgame/239472/abomination-the-heir-of-frankenstein
961,Wallenstein,2002,6.675,7.45,3700,https://boardgamegeek.com/boardgame/3307/wallenstein
962,Ex Libris,2017,6.674,7.11,6997,https://boardgamegeek.com/boardgame/201825/ex-libris
963,Raccoon Tycoon,2018,6.673,7.21,5686,https://boardgamegeek.com/boardgame/254386/raccoon-tycoon
964,Brazil: Imperial,2021,6.673,7.51,3880,https://boardgamegeek.com/boardgame/249277/brazil-imperial
965,Last Bastion,2019,6.673,7.44,3962,https://boardgamegeek.com/boardgame/285984/last-bastion
966,Red7,2014,6.672,6.86,17327,https://boardgamegeek.com/boardgame/161417/red7
967,Black Sonata,2017,6.672,7.46,3724,https://boardgamegeek.com/boardgame/231218/black-sonata
968,Las Vegas Royale,2019,6.671,7.46,3600,https://boardgamegeek.com/boardgame/271319/las-vegas-royale
969,Saint Petersburg (Second Edition),2014,6.671,7.45,3594,https://boardgamegeek.com/boardgame/156943/saint-petersburg-second-edition
970,Not Alone,2016,6.668,6.96,11946,https://boardgamegeek.com/boardgame/194879/not-alone
971,Unfair,2017,6.666,7.28,5652,https://boardgamegeek.com/boardgame/179172/unfair
972,EXIT: The Game – The Secret Lab,2016,6.666,7.04,7382,https://boardgamegeek.com/boardgame/203417/exit-the-game-the-secret-lab
973,Battle for Rokugan,2017,6.665,7.40,4229,https://boardgamegeek.com/boardgame/234477/battle-for-rokugan
974,Shipyard,2009,6.665,7.32,4231,https://boardgamegeek.com/boardgame/55600/shipyard
975,FUSE,2015,6.665,6.98,9249,https://boardgamegeek.com/boardgame/171273/fuse
976,Merchants Cove,2021,6.664,7.39,4131,https://boardgamegeek.com/boardgame/277700/merchants-cove
977,World Without End,2009,6.664,7.22,5235,https://boardgamegeek.com/boardgame/43528/world-without-end
978,Celestia,2015,6.662,6.92,12745,https://boardgamegeek.com/boardgame/175117/celestia
979,Clinic: Deluxe Edition,2019,6.661,7.56,3133,https://boardgamegeek.com/boardgame/272739/clinic-deluxe-edition
980,Cities,2024,6.660,7.29,4716,https://boardgamegeek.com/boardgame/402676/cities
981,Sail,2023,6.660,7.26,4603,https://boardgamegeek.com/boardgame/377470/sail
982,Super Motherload,2015,6.660,7.32,4218,https://boardgamegeek.com/boardgame/162286/super-motherload
983,Unmatched: Houdini vs. The Genie,2022,6.660,8.20,1985,https://boardgamegeek.com/boardgame/354544/unmatched-houdini-vs-the-genie
984,Space Hulk,1989,6.660,7.49,3939,https://boardgamegeek.com/boardgame/2163/space-hulk
985,MLEM: Space Agency,2024,6.660,7.16,5989,https://boardgamegeek.com/boardgame/387378/mlem-space-agency
986,Beast,2023,6.659,7.44,4264,https://boardgamegeek.com/boardgame/281549/beast
987,Stella: Dixit Universe,2021,6.659,7.28,4679,https://boardgamegeek.com/boardgame/329845/stella-dixit-universe
988,Qwixx,2012,6.658,6.87,15466,https://boardgamegeek.com/boardgame/131260/qwixx
989,Vast: The Crystal Caverns,2016,6.658,7.09,7338,https://boardgamegeek.com/boardgame/170416/vast-the-crystal-caverns
990,Gentes,2017,6.658,7.37,3868,https://boardgamegeek.com/boardgame/217780/gentes
991,Empires: Age of Discovery,2015,6.656,7.81,2379,https://boardgamegeek.com/boardgame/173442/empires-age-of-discovery
992,Panamax,2014,6.656,7.30,4238,https://boardgamegeek.com/boardgame/131287/panamax
993,Ohanami,2019,6.655,7.26,4675,https://boardgamegeek.com/boardgame/270314/ohanami
994,Letter Jam,2019,6.655,7.14,5616,https://boardgamegeek.com/boardgame/275467/letter-jam
995,Jekyll vs. Hyde,2021,6.655,7.17,5488,https://boardgamegeek.com/boardgame/297129/jekyll-vs-hyde
996,Parade,2007,6.654,6.99,8607,https://boardgamegeek.com/boardgame/56692/parade
997,King of New York,2014,6.653,6.86,17304,https://boardgamegeek.com/boardgame/160499/king-of-new-york
998,Tammany Hall,2007,6.653,7.26,4622,https://boardgamegeek.com/boardgame/30645/tammany-hall
999,Hannibal & Hamilcar,2018,6.653,8.26,1904,https://boardgamegeek.com/boardgame/227460/hannibal-and-hamilcar
1000,Roam,2019,6.652,7.27,4672,https://boardgamegeek.com/boardgame/267319/roam
